fit_rank,app_id,name,release_date,genres,top_matching_tags,price_cents,price_usd,price_band,review_score,total,owners_range,owners_mid,performance_score,profile_fit_score,priority_score,evidence_tier,in_winner_cohort,in_top50_reference
37799,705530,Wizard Hunter 2348,2018-07-16,"Action, Indie","Difficult, Level Editor, Action, Stealth, Indie",499,4.99,$0.01-4.99,0,8,"0 - 20,000",10000,-5.8971,32.47,20.31,low,0,0
37800,2678410,Jax: History Repeats Itself,2024-02-05,"Action, Adventure, Early Access, Indie, Strategy","Survival, Survival Horror, FPS, First-Person, Horror, Atmospheric, Strategy, Realistic",199,1.99,$0.01-4.99,0,3,"200,000 - 500,000",350000,-5.3191,32.47,23.34,low,0,0
37801,1421930,BLIND QUEST - The Frost Demon,2021-03-18,"Adventure, Indie, RPG","Story Rich, Singleplayer, RPG, Adventure, Indie",699,6.99,$5-9.99,0,1,"0 - 20,000",10000,-6.427,32.47,17.52,low,0,0
37802,3143730,Lazarus -Side Story of COMRADE FORCE-,,"Action, Casual, Indie, RPG","Open World, Hack and Slash, Roguelite, Action, Singleplayer, RPG, Action Roguelike, Mythology",0,0.0,free,0,1,"0 - 20,000",10000,-6.427,32.47,17.52,low,0,0
37803,1569690,Snapshot,2021-03-24,"Casual, Free To Play, Indie, Simulation","First-Person, Simulation, Atmospheric, Free to Play, Realistic, Story Rich, Singleplayer, Indie",0,0.0,free,5,25,"0 - 20,000",10000,-4.1031,32.47,29.74,low,0,0
37804,1311440,看白海豚的好日子 A Perfect Day for White Dolphin,2020-05-22,"Adventure, Indie","Horror, Atmospheric, Psychological Horror, Story Rich, Adventure, Indie",399,3.99,$0.01-4.99,7,13,"0 - 20,000",10000,-3.7532,32.47,31.58,low,0,0
37805,2753830,巡るダンジョン,2024-01-22,"Indie, RPG","Hack and Slash, Roguelike, Singleplayer, RPG, Indie",599,5.99,$5-9.99,0,1,"0 - 20,000",10000,-6.427,32.47,17.52,low,0,0
37806,1079000,Ord.,2019-06-05,"Adventure, Casual, Indie, RPG, Strategy","Atmospheric, Turn-Based, Strategy, Roguelike, Story Rich, Perma Death, Singleplayer, RPG",199,1.99,$0.01-4.99,8,204,"0 - 20,000",10000,-2.5235,32.47,38.04,low,0,0
37807,1735140,Pushy Worm,,"Casual, Indie, Strategy","Difficult, Comedy, Physics, Strategy, Singleplayer, Indie, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,32.46,16.23,low,0,0
37808,1667390,Do I Feel?,,"Action, Adventure, Casual, Indie","Horror, Atmospheric, Violent, Psychological Horror, Story Rich, Action, Singleplayer, Adventure",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,32.46,16.23,low,0,0
37809,624930,Fearless Tigor,,"Action, Adventure, Early Access, Indie","Hack and Slash, Roguelite, Story Rich, Action, Singleplayer, Early Access, Adventure, Dark",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,32.46,16.23,low,0,0
37810,2983870,Take Cover Now,,Indie,"First-Person, War, Horror, Atmospheric, Psychological Horror, Destruction, Story Rich, Singleplayer",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,32.46,16.23,low,0,0
37811,1286940,Tournament Paintball VR,,"Action, Indie, Simulation, Sports, Strategy","Simulation, Strategy, Action, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,32.46,16.23,low,0,0
37812,894740,Cosmic Ray,2018-09-28,"Action, Adventure, Casual, Indie","Open World, Funny, Shooter, Action, Procedural Generation, Perma Death, Singleplayer, Sci-fi",299,2.99,$0.01-4.99,0,7,"0 - 20,000",10000,-5.9385,32.46,20.08,low,0,0
37813,2654540,无休仙途,2024-07-25,"Adventure, Casual, Early Access, Indie, RPG, Simulation, Strategy","Management, Simulation, Resource Management, Strategy, Early Access, RPG, Adventure, Loot",599,5.99,$5-9.99,6,335,"20,000 - 50,000",35000,-2.6131,32.46,37.57,low,0,0
37814,3133530,Ser Chub's Adventure,,"Action, Adventure, Indie, RPG","Souls-like, Post-apocalyptic, Story Rich, Action, Singleplayer, RPG, Sci-fi, Adventure",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,32.46,16.23,low,0,0
